ID,Jugador,Equipo,Posicion,Edad,Partidos,Goles,Asistencias,ValorMercado
2841,Javier Garcia,PSG,Defensa,29,36,0,0,194465259
2842,Eduardo Ramirez,Chelsea,Portero,27,11,0,3,33194097
2843,Diego Hernandez,Real Madrid,Defensa,31,30,5,7,46180571
2844,Ricardo Torres,Chelsea,Defensa,35,36,1,10,193704483
2845,Miguel Torres,PSG,Delantero,36,6,34,12,181060971
2846,Eduardo Lopez,Juventus,Portero,25,24,0,1,194747467
2847,Ricardo Silva,Real Madrid,Delantero,36,10,12,7,125457473
2848,Diego Torres,Chelsea,Delantero,33,7,28,1,113121597
2849,Juan Ruiz,Real Madrid,Delantero,39,6,40,8,150326514
2850,Ricardo Diaz,Real Madrid,Mediocampista,33,9,5,12,146935044
2851,Ricardo Lopez,Chelsea,Defensa,23,36,7,5,104650786
2852,Luis Ramirez,Manchester City,Mediocampista,28,22,7,6,65029103
2853,Juan Ruiz,Arsenal,Mediocampista,36,12,1,25,127345382
2854,Carlos Hernandez,Barcelona,Mediocampista,21,18,13,19,192691521
2855,Diego Garcia,Arsenal,Delantero,25,9,35,15,107204631
2856,Andres Silva,Juventus,Mediocampista,29,23,11,5,54811981
2857,Eduardo Perez,Juventus,Portero,38,24,0,2,35343478
2858,Andres Diaz,Liverpool,Defensa,20,19,0,5,86042486
2859,Luis Perez,Arsenal,Delantero,35,29,32,11,191493984
2860,Ricardo Garcia,Milan,Defensa,38,12,4,3,4763329
2861,Juan Ruiz,Arsenal,Mediocampista,39,8,9,7,72728235
2862,Eduardo Hernandez,Manchester City,Portero,33,13,0,1,42185834
2863,Javier Ruiz,Manchester City,Portero,40,37,0,2,48140649
2864,Miguel Ruiz,Manchester City,Defensa,29,17,5,6,196859335
2865,Andres Diaz,Liverpool,Mediocampista,39,18,11,21,129164701
2866,Ricardo Ramirez,Bayern Munich,Portero,18,23,0,1,9544395
2867,Carlos Torres,Milan,Portero,37,14,0,1,17008212
2868,Diego Hernandez,PSG,Portero,37,34,0,3,133895265
2869,Eduardo Silva,Real Madrid,Portero,24,14,0,2,160042820
2870,Fernando Perez,Barcelona,Delantero,28,29,20,20,59751197
2871,Carlos Perez,Bayern Munich,Portero,39,18,0,2,15943260
2872,Luis Silva,Barcelona,Mediocampista,40,22,5,25,27600365
2873,Diego Ruiz,Real Madrid,Delantero,35,23,14,12,194728473
2874,Eduardo Diaz,Liverpool,Portero,23,15,0,1,166929569
2875,Andres Flores,Liverpool,Delantero,20,30,18,7,40982577
2876,Eduardo Torres,Liverpool,Portero,31,7,0,1,149409106
2877,Luis Flores,Barcelona,Mediocampista,30,38,1,1,100517208
2878,Carlos Flores,Liverpool,Mediocampista,19,33,14,24,139820027
2879,Eduardo Diaz,Arsenal,Defensa,30,34,3,2,114254832
2880,Ricardo Silva,Manchester City,Portero,27,35,0,1,99464961
2881,Diego Lopez,Real Madrid,Portero,22,19,0,1,153829455
2882,Andres Hernandez,Chelsea,Mediocampista,19,36,4,11,13486926
2883,Luis Ruiz,Real Madrid,Mediocampista,18,14,13,16,16891556
2884,Eduardo Garcia,PSG,Delantero,18,35,14,20,154956337
2885,Ricardo Garcia,Liverpool,Mediocampista,39,36,5,7,41306251
2886,Carlos Lopez,PSG,Mediocampista,34,38,11,15,103434905
2887,Diego Hernandez,Real Madrid,Defensa,30,14,5,9,52647781
2888,Javier Hernandez,Chelsea,Defensa,39,22,1,3,189035572
2889,Luis Hernandez,Juventus,Portero,30,26,0,1,111906432
2890,Carlos Perez,Arsenal,Portero,30,13,0,1,4533924
2891,Eduardo Perez,Liverpool,Defensa,32,6,7,10,42489921
2892,Juan Ramirez,Barcelona,Portero,26,25,0,0,41650465
2893,Luis Ruiz,Chelsea,Defensa,30,21,7,4,109693095
2894,Eduardo Diaz,Chelsea,Defensa,27,22,3,7,163304601
2895,Miguel Ruiz,Real Madrid,Defensa,23,18,1,6,151854403
2896,Juan Ruiz,Chelsea,Portero,25,11,0,1,95246739
2897,Fernando Flores,Real Madrid,Defensa,36,22,7,10,51645699
2898,Diego Perez,Bayern Munich,Delantero,34,29,4,13,107258574
2899,Ricardo Torres,Real Madrid,Delantero,21,23,1,6,174337602
2900,Andres Flores,PSG,Mediocampista,20,14,10,23,173457213
2901,Juan Ramirez,Manchester City,Mediocampista,19,10,10,7,60068536
2902,Carlos Hernandez,Milan,Mediocampista,34,18,0,0,45031114
2903,Luis Torres,Bayern Munich,Defensa,22,19,0,0,150943443
2904,Eduardo Torres,Milan,Mediocampista,27,23,11,6,177676054
2905,Miguel Garcia,Juventus,Defensa,27,33,6,2,10575225
2906,Diego Garcia,Milan,Defensa,28,17,7,3,69016424
2907,Eduardo Flores,PSG,Defensa,33,38,2,1,71991082
2908,Miguel Flores,PSG,Portero,35,29,0,3,143566463
2909,Andres Garcia,Manchester City,Defensa,26,6,8,1,174931317
2910,Javier Lopez,Liverpool,Defensa,30,27,7,5,160629221
2911,Javier Garcia,Bayern Munich,Portero,28,32,0,0,146968463
2912,Miguel Lopez,Bayern Munich,Defensa,19,27,6,4,79718174
2913,Eduardo Flores,PSG,Mediocampista,20,26,12,17,190309932
2914,Miguel Ramirez,PSG,Mediocampista,26,6,0,3,7936172
2915,Carlos Diaz,Milan,Portero,25,26,0,3,29230498
2916,Carlos Torres,Real Madrid,Defensa,24,23,7,3,97779321
2917,Ricardo Silva,Juventus,Defensa,34,28,0,3,199973835
2918,Fernando Perez,Juventus,Delantero,39,6,40,20,153176535
2919,Eduardo Flores,PSG,Delantero,21,20,38,13,197946189
2920,Diego Flores,Chelsea,Mediocampista,33,16,10,3,116103969
2921,Andres Hernandez,Manchester City,Defensa,29,23,0,7,109226540
2922,Juan Hernandez,Juventus,Mediocampista,31,11,3,23,106971328
2923,Diego Diaz,Juventus,Defensa,23,27,7,10,110400874
2924,Andres Hernandez,Real Madrid,Delantero,25,5,13,15,90576636
2925,Andres Torres,Barcelona,Defensa,35,12,1,4,42148097
2926,Fernando Lopez,Arsenal,Defensa,30,25,1,8,190069165
2927,Javier Ramirez,Arsenal,Portero,30,20,0,1,110718055
2928,Javier Perez,Liverpool,Mediocampista,25,34,7,9,11395680
2929,Miguel Ramirez,Barcelona,Delantero,24,26,23,7,90999507
2930,Andres Flores,Bayern Munich,Defensa,36,8,5,8,192742258
2931,Carlos Garcia,Juventus,Delantero,34,20,27,9,197435925
2932,Eduardo Ramirez,Bayern Munich,Delantero,35,8,6,13,37135021
2933,Andres Torres,Juventus,Portero,29,22,0,0,107756987
2934,Fernando Garcia,Juventus,Defensa,21,12,6,7,157502597
2935,Luis Lopez,Milan,Delantero,19,16,7,14,174915661
2936,Diego Perez,Bayern Munich,Mediocampista,25,26,0,21,29756264
2937,Javier Diaz,Arsenal,Delantero,29,12,0,14,141180945
2938,Miguel Diaz,Juventus,Portero,29,29,0,3,90532110
2939,Luis Ramirez,Bayern Munich,Mediocampista,34,34,9,14,198970817
2940,Fernando Hernandez,Barcelona,Delantero,26,36,35,7,47473224
2941,Andres Ramirez,Arsenal,Mediocampista,22,30,5,22,164847082
2942,Andres Silva,Real Madrid,Delantero,21,17,15,17,31549800
2943,Luis Ramirez,Manchester City,Mediocampista,20,23,15,24,174186240
2944,Luis Diaz,Manchester City,Defensa,26,24,7,8,103817875
2945,Miguel Ramirez,Bayern Munich,Mediocampista,27,9,1,6,101043216
2946,Miguel Hernandez,Milan,Mediocampista,25,10,2,15,73909128
2947,Fernando Lopez,Bayern Munich,Defensa,25,19,6,5,125066568
2948,Luis Perez,Bayern Munich,Portero,26,34,0,1,116119491
2949,Eduardo Flores,Juventus,Defensa,22,29,2,8,6598552
2950,Diego Garcia,Arsenal,Mediocampista,22,32,3,13,168650508
2951,Andres Ruiz,Manchester City,Defensa,33,9,0,8,107327422
2952,Luis Silva,PSG,Mediocampista,21,28,14,16,88899648
2953,Andres Flores,Liverpool,Mediocampista,30,16,5,16,167799933
2954,Luis Diaz,Real Madrid,Mediocampista,38,15,1,25,8904976
2955,Carlos Lopez,PSG,Defensa,37,11,7,0,108824206
2956,Andres Diaz,Bayern Munich,Delantero,33,27,35,11,127619424
2957,Javier Hernandez,Real Madrid,Delantero,31,18,26,17,165330974
2958,Fernando Flores,Real Madrid,Mediocampista,22,13,3,4,4968731
2959,Luis Flores,Juventus,Defensa,32,20,5,3,105665833
2960,Miguel Ramirez,Chelsea,Delantero,26,12,7,13,56828855
2961,Fernando Flores,Arsenal,Portero,34,36,0,2,37899470
2962,Juan Silva,Chelsea,Defensa,20,27,7,3,128715301
2963,Luis Ramirez,Juventus,Defensa,27,7,7,9,78277819
2964,Ricardo Ruiz,Bayern Munich,Mediocampista,18,11,6,24,101500577
2965,Andres Hernandez,Liverpool,Portero,37,32,0,0,27582347
2966,Juan Ramirez,Juventus,Portero,35,13,0,2,135490714
2967,Javier Flores,Juventus,Delantero,26,25,37,17,108387026
2968,Carlos Diaz,PSG,Mediocampista,22,26,7,10,197290847
2969,Andres Ramirez,PSG,Defensa,40,19,6,3,188618088
2970,Javier Ramirez,Real Madrid,Portero,34,8,0,1,73050151
2971,Luis Silva,Liverpool,Defensa,37,34,1,4,144293309
2972,Diego Silva,Arsenal,Mediocampista,26,17,12,2,117511084
2973,Eduardo Ramirez,Juventus,Delantero,38,8,31,3,40110189
2974,Javier Perez,Liverpool,Delantero,24,23,31,0,157904702
2975,Ricardo Ramirez,Juventus,Defensa,27,10,7,0,33893080
2976,Ricardo Garcia,Chelsea,Delantero,25,34,24,1,126591529
2977,Andres Garcia,Real Madrid,Delantero,25,10,17,6,94385165
2978,Luis Ramirez,PSG,Mediocampista,27,10,5,14,84247945
2979,Andres Ramirez,Arsenal,Mediocampista,30,26,1,8,148363535
2980,Diego Perez,PSG,Mediocampista,39,7,9,1,93771303
2981,Javier Diaz,Milan,Portero,18,22,0,3,21865384
2982,Miguel Lopez,Real Madrid,Defensa,25,15,1,1,138895878
2983,Luis Torres,PSG,Portero,38,30,0,0,26878486
2984,Eduardo Hernandez,Milan,Mediocampista,36,13,12,18,105576722
2985,Luis Silva,Manchester City,Delantero,19,20,2,12,166555225
2986,Miguel Ruiz,PSG,Mediocampista,30,26,14,10,112860963
2987,Carlos Diaz,Milan,Delantero,31,6,37,0,169334703
2988,Luis Ruiz,Real Madrid,Portero,39,38,0,1,43983145
2989,Carlos Perez,Milan,Portero,27,16,0,3,181341500
2990,Andres Garcia,Arsenal,Defensa,23,14,3,7,162903666
2991,Juan Ramirez,Juventus,Defensa,34,18,8,0,63468883
2992,Javier Lopez,Chelsea,Portero,26,12,0,2,122397620
2993,Luis Flores,Real Madrid,Mediocampista,39,26,4,2,124963230
2994,Luis Garcia,Manchester City,Portero,21,37,0,3,41582088
2995,Andres Ruiz,Barcelona,Portero,19,11,0,1,42348985
2996,Diego Silva,Barcelona,Defensa,20,28,8,9,120032286
2997,Ricardo Lopez,Juventus,Defensa,34,8,8,3,130507157
2998,Ricardo Diaz,Juventus,Portero,33,21,0,2,128213640
2999,Fernando Ruiz,Liverpool,Portero,36,10,0,1,16163058
3000,Diego Torres,Chelsea,Delantero,39,16,16,3,47632449
